RADICADO,FECHA,HORA,CLASE,DIRECCIÓN,BARRIO,COMUNA,Nº VICTIMA PEATON,Nº VICTIMA ACOMPANANTE,Nº VICTIMAPASAJERO,Nº VICTIMA CONDUCTOR,Nº VICTIMA HERIDO,Nº VICTIMA MUERTO
"20,049",02/15/2021 12:00:00 AM,2:40:00 AM,Volcamiento,HATILLO PRADERA KM 13 + 440,ESMERALDA,Rural,0,0,0,0,0,0
"20,050",02/14/2021 12:00:00 AM,5:45:00 PM,Choque,KM 10+300 5 CORRIALES,ESMERALDA,Rural,0,0,1,1,0,2
"20,047",02/12/2021 12:00:00 AM,8:00:00 AM,Choque,KILOMETRO 3 + 600,ESMERALDA,Rural,0,0,0,1,1,0
"20,045",02/09/2021 12:00:00 AM,1:30:00 PM,Choque,BARRIO LA ESMERALDA  VIA BARBOSA  HATILLO,ESMERALDA,Rural,0,0,0,1,1,0
"20,046",01/09/2021 12:00:00 AM,10:10:00 AM,Volcamiento,VEREDA BUGA,ESMERALDA,Rural,0,0,0,1,1,0
"20,039",02/10/2021 12:00:00 AM,6:00:00 AM,Atropello,VIA HATILLO BELLO KM 21 +500,PAPELSA,Rural,1,0,0,1,2,0
"20,042",02/13/2021 12:00:00 AM,2:00:00 PM,Choque,CR 16 17 44,PAPELSA,Urbana,0,0,0,0,0,0
"20,044",02/10/2021 12:00:00 AM,6:30:00 AM,Choque,KM 10 +00 KYMBERLY,PAPELSA,Rural,0,0,0,1,1,0
"20,038",02/14/2021 12:00:00 AM,6:00:00 AM,Volcamiento,CRA 21 CLL 14 APROX,ESMERALDA,Urbana,0,0,0,1,1,0
"20,040",02/15/2021 12:00:00 AM,6:00:00 AM,Volcamiento,h.s.v.p cll 10 cr 17,ESMERALDA,Urbana,0,0,0,1,1,0
"20,041",02/12/2021 12:00:00 AM,6:00:00 PM,Choque,h.s.v.p cll 10 cr 17,ESMERALDA,Urbana,0,0,0,1,1,0
"20,043",02/14/2021 12:00:00 AM,11:50:00 AM,Volcamiento,via barbosa cisneros,ESMERALDA,Rural,0,0,0,1,1,0
"20,035",02/06/2021 12:00:00 AM,6:05:00 PM,Choque,KM 4 +600,PAPELSA,Rural,0,0,1,2,2,1
"20,036",02/09/2021 12:00:00 AM,9:15:00 AM,Volcamiento,HSVP BARBOSA,PAPELSA,Rural,0,0,0,1,1,0
"20,037",02/08/2021 12:00:00 AM,5:00:00 PM,Atropello,CL 16 ENTRE CR 10 Y 9,PAPELSA,Urbana,1,0,0,0,1,0
"20,032",02/03/2021 12:00:00 AM,3:47:00 AM,Choque,KM 34 + 420 HATILLO DON MATIAS,PAPELSA,Rural,0,0,0,0,0,0
"20,033",02/01/2021 12:00:00 AM,7:00:00 AM,Volcamiento,KM 18 + 1200 SANTO DOMINGO VIA BARBOSA,ESMERALDA,Rural,0,0,1,1,2,0
"20,034",02/03/2021 12:00:00 AM,4:50:00 PM,Choque,CL 13 CR 19,PAPELSA,Urbana,0,0,0,0,0,0
"20,031",01/30/2021 12:00:00 AM,8:20:00 AM,Volcamiento,HSVP BARBOSA ESTACION DE FERROCARRIL,PAPELSA,Rural,0,0,0,1,1,0
"20,022",02/01/2021 12:00:00 AM,12:50:00 PM,Choque,VIA PRADERA HATILO KM 15 +450,PAPELSA,Rural,0,0,0,1,1,0
"20,023",01/30/2021 12:00:00 AM,1:00:00 PM,Choque,KM 29 + 000,PAPELSA,Rural,0,0,0,1,1,0
"20,024",02/01/2021 12:00:00 AM,8:16:00 AM,Atropello,VEREDA EL HOYO BARBOSA ANTIOQUIA,PAPELSA,Rural,1,0,0,0,0,1
"20,025",02/01/2021 12:00:00 AM,7:00:00 AM,Choque,VIA BARBOSA PRADERA KM 15 +500,PAPELSA,Rural,0,0,0,1,1,0
"20,026",01/31/2021 12:00:00 AM,7:30:00 AM,Choque,TKM 31 +500,ESMERALDA,Rural,0,0,0,0,0,0
"20,027",02/01/2021 12:00:00 AM,7:30:00 PM,Volcamiento,VIA Y IM 16 VEREDA POPALITO,PAPELSA,Rural,0,0,0,0,0,0
"20,028",02/04/2021 12:00:00 AM,6:10:00 AM,Volcamiento,AUTOPISTA 6205 KM 5 + 500,PAPELSA,Rural,0,0,0,1,1,0
"20,029",02/02/2021 12:00:00 AM,7:00:00 AM,Choque,MATAZANO HATILLO KM 33 +400,PAPELSA,Rural,0,0,0,0,0,0
"20,030",02/02/2021 12:00:00 AM,4:30:00 PM,Choque,KM 32 + 500 MATAZANO,ESMERALDA,Rural,0,0,0,1,0,1
"20,020",01/29/2021 12:00:00 AM,12:00:00 AM,Volcamiento,KM 19+ 900,ESMERALDA,Rural,0,0,0,0,0,0
"20,021",01/30/2021 12:00:00 AM,12:34:00 PM,Volcamiento,K 29 RUTA 25 VEREDA MATASANO,ESMERALDA,Rural,0,0,0,1,1,0
"20,019",01/29/2021 12:00:00 AM,7:50:00 PM,Atropello,av 6205 km 7 + 700,ESMERALDA,Rural,0,0,1,1,2,0
"20,017",01/27/2021 12:00:00 AM,7:00:00 AM,Choque,KS R 6205 VEREDA ISAZA,ESMERALDA,Rural,0,0,0,1,1,0
"20,018",01/27/2021 12:00:00 AM,10:37:00 AM,Choque,HATILLO MATAZANO KM 29+400,ESMERALDA,Rural,0,0,0,0,0,0
"20,016",01/22/2021 12:00:00 AM,9:30:00 PM,Choque,calle 13 entre cr 18 y 21,ESMERALDA,Urbana,0,0,0,0,0,0
"20,011",01/24/2021 12:00:00 AM,6:40:00 PM,Choque,km  20 + 00,ESMERALDA,Rural,0,0,0,0,0,0
"20,012",01/22/2021 12:00:00 AM,3:30:00 AM,Choque,km 29 + 200 ruta 2510,ESMERALDA,Rural,0,0,0,0,0,0
"20,013",01/23/2021 12:00:00 AM,1:40:00 PM,Choque,VIA MOLINO VIEJO - SANTO DOMINGO KM 2 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"20,014",01/24/2021 12:00:00 AM,5:40:00 PM,Volcamiento,cr14 cll 161,ESMERALDA,Urbana,0,0,0,1,1,0
"20,015",01/22/2021 12:00:00 AM,6:50:00 PM,Choque,vereda corrientes,ESMERALDA,Rural,0,0,1,1,2,0
"20,007",01/14/2021 12:00:00 AM,8:00:00 PM,Choque,CR 21 CON CLL 15,ESMERALDA,Urbana,0,0,0,1,1,0
"20,008",01/14/2021 12:00:00 AM,6:00:00 PM,Volcamiento,VERDA LA CUESTA VIA BARBOSA - SANTO DOMINGO,ESMERALDA,Rural,0,0,0,0,0,0
"20,009",01/23/2021 12:00:00 AM,6:00:00 PM,Volcamiento,vereda la montañita,ESMERALDA,Rural,0,0,1,0,1,0
"20,010",01/22/2021 12:00:00 AM,6:20:00 PM,Volcamiento,vereda corrientes,ESMERALDA,Rural,0,0,1,0,1,0
"20,005",01/16/2021 12:00:00 AM,12:10:00 PM,Atropello,k00 + 400,ESMERALDA,Rural,1,0,0,0,1,0
"20,006",01/16/2021 12:00:00 AM,6:50:00 PM,Choque,kilometro 2 + 500 bodega postobon,ESMERALDA,Rural,0,0,0,1,1,0
"20,002",01/12/2021 12:00:00 AM,10:00:00 AM,Volcamiento,h.s.v.p barbosa,ESMERALDA,Rural,0,0,0,1,1,0
"20,003",01/12/2021 12:00:00 AM,10:00:00 AM,Volcamiento,h.s.vp barbosa,ESMERALDA,Rural,0,0,0,1,1,0
"20,004",01/16/2021 12:00:00 AM,11:58:00 AM,Atropello,calle 13 con cr 17 intersecion,ESMERALDA,Urbana,0,0,1,0,1,0
"20,001",01/17/2021 12:00:00 AM,11:49:00 AM,Volcamiento,vereda yarumito,ESMERALDA,Rural,0,0,1,1,2,0
"19,995",01/12/2021 12:00:00 AM,10:15:00 AM,Choque,k+342 vereda corrientes,ESMERALDA,Rural,0,0,0,0,0,0
"19,996",01/08/2021 12:00:00 AM,4:26:00 PM,Choque,cr 15 # 11 - 08 abarrotes la sevillana,ESMERALDA,Urbana,0,0,0,0,0,0
"19,997",01/14/2021 12:00:00 AM,3:00:00 PM,Volcamiento,h.s.v.p barbosa,ESMERALDA,Rural,0,0,0,1,1,0
"19,998",01/16/2021 12:00:00 AM,12:50:00 PM,Choque,km 7 + 580,ESMERALDA,Rural,0,0,0,1,1,0
"19,999",01/14/2021 12:00:00 AM,10:20:00 PM,Choque,h.s.v.p barbosa,ESMERALDA,Rural,0,0,1,0,1,0
"20,000",01/11/2021 12:00:00 AM,1:45:00 PM,Choque,via hatillo matazano km 24 + 600,ESMERALDA,Rural,0,0,1,1,2,0
"19,991",01/08/2021 12:00:00 AM,9:00:00 PM,Choque,via hatillo barbosa km 3 + 850,N/A,Rural,0,0,0,0,0,0
"19,992",01/11/2021 12:00:00 AM,2:00:00 PM,Choque,km 34+ 700,ESMERALDA,Rural,0,0,0,0,0,0
"19,993",01/12/2021 12:00:00 AM,1:20:00 PM,Choque,km 20+000,ESMERALDA,Rural,0,0,0,1,1,0
"19,994",01/12/2021 12:00:00 AM,6:40:00 PM,Choque,KILOMETRO 6+600 VEREDA SALADITO,ESMERALDA,Rural,0,0,0,1,1,0
"19,989",12/25/2020 12:00:00 AM,1:10:00 PM,Volcamiento,vereda la chorrera,ESMERALDA,Rural,0,0,1,0,1,0
"19,990",01/04/2021 12:00:00 AM,10:55:00 PM,Choque,BARBOSA CISNEROS KM 16 + 400,ESMERALDA,Rural,0,0,0,0,0,0
"19,986",01/03/2021 12:00:00 AM,3:30:00 PM,Volcamiento,vereda arenales hsvp barbosa,ESMERALDA,Rural,0,0,0,1,1,0
"19,987",01/03/2021 12:00:00 AM,2:34:00 PM,Volcamiento,vereda 5 riales hsvp barbosa,ESMERALDA,Rural,0,0,1,1,2,0
"19,988",01/03/2021 12:00:00 AM,3:30:00 PM,Volcamiento,vereda el eco hsvp barbosa,ESMERALDA,Rural,0,0,1,0,1,0
"19,981",01/02/2021 12:00:00 AM,10:00:00 PM,Choque,HATILLO BARBOSA KM 3 + 200,ESMERALDA,Rural,0,1,0,1,2,0
"19,982",12/24/2020 12:00:00 AM,11:12:00 AM,Atropello,cr 14 # cll 15 - 38,ESMERALDA,Urbana,1,0,0,0,1,0
"19,983",12/29/2020 12:00:00 AM,5:30:00 PM,Choque,km 8 + 800,ESMERALDA,Rural,0,0,0,1,1,0
"19,984",01/04/2021 12:00:00 AM,3:30:00 AM,Choque,CRA 15 # 11- 43 CASINO,ESMERALDA,Urbana,0,0,0,0,0,0
"19,985",12/28/2020 12:00:00 AM,12:10:00 PM,Choque,km 8,ESMERALDA,Urbana,0,0,0,0,0,0
"19,974",12/22/2020 12:00:00 AM,2:30:00 PM,Choque,CL 15 10 29,PARQUE PRINCIPAL,Urbana,0,0,0,0,0,0
"19,976",12/18/2020 12:00:00 AM,11:30:00 PM,Choque,KM 27 +400,PAPELSA,Rural,0,0,0,0,0,0
"19,977",12/21/2020 12:00:00 AM,11:50:00 AM,Volcamiento,KM 25 +900,ESMERALDA,Rural,0,0,1,1,2,0
"19,978",12/21/2020 12:00:00 AM,8:30:00 PM,Choque,VIA MATAZANO HATILLO KM 25 +700,PAPELSA,Rural,0,0,0,0,0,0
"19,979",12/19/2020 12:00:00 AM,6:00:00 AM,Volcamiento,BARRIO CECILIA CABALLERO,PAPELSA,Rural,0,0,1,0,1,0
"19,980",12/18/2020 12:00:00 AM,6:00:00 PM,Volcamiento,VIA HATILLO GIRARDOTA K 3 + 100 PLATANITO,PAPELSA,Rural,0,0,1,0,1,0
"19,975",12/26/2020 12:00:00 AM,5:30:00 PM,Choque,via hatillo bello km 28+900,ESMERALDA,Rural,0,0,2,0,2,0
"19,967",12/22/2020 12:00:00 AM,6:40:00 PM,Choque,VIA PRADERA HTILLO KM 5+ 800,PAPELSA,Rural,0,0,0,0,0,0
"19,969",12/21/2020 12:00:00 AM,7:38:00 PM,Choque,VIA HATILLO BELLO KM 21 +600,PAPELSA,Rural,0,0,0,1,0,1
"19,970",12/27/2020 12:00:00 AM,7:40:00 PM,Choque,VIA HATILLO MATAZANOS KM 33 +980,PAPELSA,Rural,2,0,0,0,2,0
"19,971",12/22/2020 12:00:00 AM,7:00:00 PM,Choque,ERUTA 6205 KM 1 +900,PAPELSA,Rural,0,0,0,1,1,0
"19,973",12/16/2020 12:00:00 AM,3:10:00 PM,Choque,KM 8 LAVADEROS,PAPELSA,Rural,0,0,0,1,1,0
"19,972",12/18/2020 12:00:00 AM,8:40:00 PM,Atropello,via barbosa hatillo km 20+ 600,ESMERALDA,Rural,1,0,0,0,1,0
"19,968",12/14/2020 12:00:00 AM,9:00:00 PM,Choque,k 06 + 100 isaza,ESMERALDA,Rural,0,0,0,0,0,0
"19,966",12/20/2020 12:00:00 AM,2:05:00 PM,Choque,k 7 + 200 ruta 6205,ESMERALDA,Rural,0,0,0,0,0,0
"19,963",12/15/2020 12:00:00 AM,11:15:00 AM,Choque,hatillo cisneros km 18 + 700,ESMERALDA,Rural,0,0,0,0,0,0
"19,964",12/18/2020 12:00:00 AM,2:40:00 PM,Choque,VEREDA EL ECO VIA BARBOSA EL HATILLO K 4  + 800,ESMERALDA,Rural,0,0,0,2,2,0
"19,965",12/15/2020 12:00:00 AM,2:40:00 PM,Choque,VIA HATILLO DON MATIAS KM 32+350,ESMERALDA,Rural,0,0,0,0,0,0
"19,960",12/14/2020 12:00:00 AM,11:00:00 PM,Choque,km 33 +300,ESMERALDA,Rural,0,0,0,0,0,0
"19,962",12/16/2020 12:00:00 AM,8:15:00 AM,Choque,via hatillo bello km 22 + 900,ESMERALDA,Rural,0,0,0,0,0,0
"19,958",12/13/2020 12:00:00 AM,2:50:00 AM,Choque,bello hatillo kilometro 19+800 parque de las aguas,ESMERALDA,Rural,0,0,0,1,1,0
"19,959",12/11/2020 12:00:00 AM,1:30:00 PM,Choque,via bello hatillo km 23 + 100,ESMERALDA,Rural,0,0,0,1,1,0
"19,956",12/10/2020 12:00:00 AM,11:15:00 PM,Choque,hatillo pradera km 17 + 800,ESMERALDA,Rural,0,0,0,0,0,0
"19,957",12/13/2020 12:00:00 AM,10:30:00 AM,Choque,6205 km 9 + 600,ESMERALDA,Rural,0,0,0,0,0,0
"19,950",11/28/2020 12:00:00 AM,10:02:00 PM,Atropello,VIA HATILLO BELLO KM 19 + 310 SUR NORTE,PAPELSA,Rural,1,0,0,0,0,1
"19,951",11/29/2020 12:00:00 AM,1:20:00 AM,Choque,VERDA BARBOSA HATILLO KM 8 + 500,PAPELSA,Rural,0,0,0,0,0,0
"19,952",11/29/2020 12:00:00 AM,6:50:00 AM,Choque,HATILLO MATASANO KM 33 +600,PAPELSA,Rural,0,0,0,0,0,0
"19,953",12/04/2020 12:00:00 AM,6:40:00 PM,Choque,VIA HATILLO DON MATIAS KM 29 + 200,PAPELSA,Rural,0,0,0,0,0,0
"19,954",12/08/2020 12:00:00 AM,11:20:00 AM,Volcamiento,KM 23 + 600,ESMERALDA,Rural,0,0,1,0,1,0
"19,955",12/08/2020 12:00:00 AM,9:30:00 AM,Choque,VIA HATILLO BARBOSA KM 4 +500,PAPELSA,Rural,0,0,1,0,1,0
"19,942",12/02/2020 12:00:00 AM,2:00:00 PM,Volcamiento,vereda isaza k 5 + 500 via barbosa medellin,ESMERALDA,Rural,0,0,1,1,2,0
"19,944",12/05/2020 12:00:00 AM,6:50:00 PM,Atropello,VIA BARBOSA SANTO DOMINGO MOLINO VIEJO K 1 +200,ESMERALDA,Rural,0,0,1,0,1,0
"19,948",12/09/2020 12:00:00 AM,8:20:00 AM,Choque,via hatilllo matazano km 30 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"19,937",12/07/2020 12:00:00 AM,8:15:00 AM,Choque,BARBOSA CONCEPCION KM 1 + 360,PAPELSA,Rural,0,0,0,0,0,0
"19,938",12/08/2020 12:00:00 AM,2:00:00 AM,Choque,CR14 16 05 EL IDILIO,PAPELSA,Urbana,0,0,0,2,2,0
"19,939",12/04/2020 12:00:00 AM,9:20:00 PM,Volcamiento,RUTA 6205 VIA HATILLO BARBOSA,PAPELSA,Rural,0,0,0,1,1,0
"19,941",12/06/2020 12:00:00 AM,3:00:00 PM,Choque,CR 19 X CL 13,PAPELSA,Urbana,0,0,0,0,0,0
"19,943",12/07/2020 12:00:00 AM,4:30:00 PM,Volcamiento,K 8 + 300 ESMERALDA,PAPELSA,Rural,0,0,0,1,1,0
"19,945",11/16/2020 12:00:00 AM,3:40:00 PM,Choque,KM 36 +800,PAPELSA,Rural,0,0,0,0,0,0
"19,946",11/19/2020 12:00:00 AM,6:00:00 AM,Choque,25-* 10 KM 30 +60 HATILLO MATASANOS,PAPELSA,Rural,0,0,0,0,0,0
"19,947",11/28/2020 12:00:00 AM,7:30:00 PM,Choque,VIA HATILLO BELLO KM 20 +200,PAPELSA,Rural,0,0,1,1,2,0
"19,949",11/28/2020 12:00:00 AM,6:40:00 PM,Choque,VIA PRADERA HATILLO KM 15 +700,PAPELSA,Rural,0,0,0,0,0,0
"19,933",12/07/2020 12:00:00 AM,12:00:00 AM,Choque,6205 km 4 + 620,ESMERALDA,Rural,0,0,0,1,1,0
"19,934",12/05/2020 12:00:00 AM,11:40:00 AM,Volcamiento,cll 13 con cr 10,ESMERALDA,Urbana,0,0,0,1,1,0
"19,935",12/05/2020 12:00:00 AM,11:45:00 AM,Volcamiento,via concepcion los lavaderos,ESMERALDA,Rural,0,0,1,0,1,0
"19,936",11/15/2020 12:00:00 AM,7:50:00 AM,Choque,hatillo don matias km 29 + 100,ESMERALDA,Rural,0,0,0,0,0,0
"19,932",11/28/2020 12:00:00 AM,7:50:00 PM,Volcamiento,k 01 + 300 vereda HATILLO,ESMERALDA,Rural,0,0,0,1,1,0
"19,929",11/29/2020 12:00:00 AM,6:30:00 PM,Volcamiento,vereda graciano,ESMERALDA,Rural,0,0,0,1,1,0
"19,930",11/25/2020 12:00:00 AM,12:30:00 PM,Choque,K 14 + 800 VIA BARBOSA PORCE VEREDA YARUMITO,ESMERALDA,Rural,0,0,0,1,1,0
"19,931",11/29/2020 12:00:00 AM,10:20:00 AM,Atropello,KM 0 + 400 VIA COLKIN,ESMERALDA,Urbana,1,0,0,0,1,0
"19,926",11/29/2020 12:00:00 AM,5:30:00 PM,Volcamiento,vereda potrerito enrrielado,ESMERALDA,Rural,0,0,0,1,1,0
"19,927",11/29/2020 12:00:00 AM,6:30:00 PM,Volcamiento,km 4+200 vereda isaza,ESMERALDA,Rural,0,0,0,1,1,0
"19,928",11/19/2020 12:00:00 AM,8:50:00 PM,Choque,via hatillo don matias km 29 + 200,ESMERALDA,Rural,0,0,0,0,0,0
"19,923",11/23/2020 12:00:00 AM,7:30:00 PM,Choque,cr 15 cll 13,ESMERALDA,Urbana,0,0,0,0,0,0
"19,924",11/25/2020 12:00:00 AM,6:50:00 AM,Atropello,km 0 + 400 kimberly,ESMERALDA,Rural,0,0,1,0,1,0
"19,925",11/16/2020 12:00:00 AM,1:35:00 PM,Choque,calle 16 Nª 70-14,ESMERALDA,Urbana,0,0,0,0,0,0
"19,921",11/25/2020 12:00:00 AM,2:30:00 PM,Otro,cr 17 entre calle 10-11,ESMERALDA,Urbana,0,0,0,0,0,0
"19,922",11/01/2020 12:00:00 AM,2:48:00 PM,Choque,ruta 6205 km 1 + 100,ESMERALDA,Urbana,0,0,0,0,0,0
"19,920",11/20/2020 12:00:00 AM,8:40:00 AM,Choque,cr 21 cl 15,ESMERALDA,Urbana,0,0,0,1,1,0
"19,910",11/06/2020 12:00:00 AM,10:00:00 AM,Choque,KM 17 + 700,PAPELSA,Rural,0,0,0,1,1,0
"19,911",11/15/2020 12:00:00 AM,5:05:00 PM,Choque,CR 21 CON CL 19,PAPELSA,Urbana,0,0,0,1,1,0
"19,912",11/13/2020 12:00:00 AM,3:00:00 PM,Choque,KM 5 + 200 BARBOSA,PAPELSA,Rural,0,0,0,0,0,0
"19,913",11/16/2020 12:00:00 AM,3:00:00 PM,Choque,KM 7 + 700,PAPELSA,Rural,0,0,0,0,0,0
"19,914",11/15/2020 12:00:00 AM,12:00:00 PM,Atropello,VEREDA LA LOMITA KM 1,PAPELSA,Rural,1,0,0,0,1,0
"19,915",11/15/2020 12:00:00 AM,4:00:00 PM,Choque,KM 7 + 200 MTS BARBOSA,PAPELSA,Rural,0,0,0,1,0,1
"19,916",11/18/2020 12:00:00 AM,7:30:00 PM,Atropello,CL 20 CR 17,PAPELSA,Urbana,1,0,0,0,1,0
"19,917",11/18/2020 12:00:00 AM,4:50:00 PM,Choque,SANTO DOMINGO KM 2,PAPELSA,Rural,0,0,0,1,1,0
"19,918",11/17/2020 12:00:00 AM,1:10:00 AM,Choque,KM 36 +50,PAPELSA,Rural,0,0,0,1,1,0
"19,919",11/16/2020 12:00:00 AM,10:20:00 AM,Choque,cra 21 frente 4 67,ESMERALDA,Urbana,0,0,0,0,0,0
"19,908",11/14/2020 12:00:00 AM,6:15:00 AM,Choque,cr 21 glorieta,ESMERALDA,Urbana,0,0,1,0,1,0
"19,909",11/07/2020 12:00:00 AM,8:30:00 PM,Choque,HATILLO MATAZANO KM 29 +800,PAPELSA,Rural,0,0,0,0,0,0
"19,903",11/09/2020 12:00:00 AM,10:30:00 AM,Atropello,VEREDA POPALITO,PAPELSA,Rural,1,0,0,0,1,0
"19,904",11/08/2020 12:00:00 AM,10:20:00 PM,Atropello,HSVP BARBOSA ANTIOQUIA,PAPELSA,Rural,1,0,0,0,1,0
"19,905",11/08/2020 12:00:00 AM,8:20:00 PM,Volcamiento,VEREDA PLATANITO GIRARDOTA K 1 + 300 VIA BARBOSA,PAPELSA,Rural,0,0,1,1,2,0
"19,906",10/29/2020 12:00:00 AM,6:50:00 AM,Choque,KM 21 + 700,PAPELSA,Rural,0,0,0,0,0,0
"19,907",11/09/2020 12:00:00 AM,1:10:00 PM,Volcamiento,HSVP BARBOSA ANT,PAPELSA,Rural,0,0,0,1,1,0
"19,901",11/06/2020 12:00:00 AM,2:50:00 PM,Volcamiento,RUTA 6205,ESMERALDA,Rural,0,0,0,1,1,0
"19,894",10/26/2020 12:00:00 AM,12:50:00 PM,Atropello,cr 17 cll 11,ESMERALDA,Urbana,0,0,1,0,1,0
"19,893",11/06/2020 12:00:00 AM,1:25:00 PM,Volcamiento,EL SALADITO FRENTE A 39960,PAPELSA,Rural,0,0,0,1,1,0
"19,895",11/08/2020 12:00:00 AM,2:25:00 PM,Atropello,CR 21 FRENTE 4,PAPELSA,Urbana,0,0,1,1,2,0
"19,896",11/03/2020 12:00:00 AM,4:30:00 PM,Volcamiento,K 03 + 400,PAPELSA,Rural,0,0,0,1,1,0
"19,897",10/30/2020 12:00:00 AM,7:50:00 PM,Choque,KM 21 +0000,PAPELSA,Rural,0,0,0,1,1,0
"19,898",10/30/2020 12:00:00 AM,9:00:00 PM,Choque,KM 30 +800,PAPELSA,Rural,0,0,0,0,0,0
"19,892",11/05/2020 12:00:00 AM,11:20:00 AM,Choque,CRA 19 FRENTE 19 06,ESMERALDA,Urbana,0,0,0,0,0,0
"19,899",11/05/2020 12:00:00 AM,6:30:00 PM,Volcamiento,tm 2510 km 23,ESMERALDA,Rural,0,0,1,1,2,0
"19,891",11/01/2020 12:00:00 AM,9:15:00 AM,Choque,calle 16 cr 18,ESMERALDA,Urbana,0,0,0,0,0,0
"19,890",11/01/2020 12:00:00 AM,12:30:00 PM,Volcamiento,km 7 80 tablemac,ESMERALDA,Rural,0,0,0,1,1,0
"19,889",11/01/2020 12:00:00 AM,8:10:00 AM,Choque,via hatillo don matias km 29 + 800,ESMERALDA,Rural,0,0,0,1,1,0
"19,888",10/25/2020 12:00:00 AM,3:50:00 PM,Choque,via hatillo bello km 20+150,ESMERALDA,Rural,0,0,7,1,8,0
"19,886",10/23/2020 12:00:00 AM,6:30:00 PM,Choque,km 9 + 300,ESMERALDA,Rural,0,0,0,1,1,0
"19,887",10/22/2020 12:00:00 AM,9:50:00 PM,Choque,km 9 +400 5 corriales,ESMERALDA,Rural,0,0,0,1,1,0
"19,882",10/23/2020 12:00:00 AM,7:00:00 PM,Choque,km 9 + 300,ESMERALDA,Rural,0,0,0,0,0,0
"19,883",10/20/2020 12:00:00 AM,8:10:00 PM,Choque,KM 29 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"19,884",10/26/2020 12:00:00 AM,2:45:00 PM,Choque,KILOMETRO 30 + 500 MATASANO BARBOSA,ESMERALDA,Rural,0,0,0,0,0,0
"19,885",10/22/2020 12:00:00 AM,3:20:00 PM,Choque,km 2 + 500,ESMERALDA,Rural,0,0,0,1,1,0
"19,877",10/13/2020 12:00:00 AM,12:50:00 PM,Volcamiento,parque de las aguas km 16 + 00,ESMERALDA,Rural,0,0,0,0,0,0
"19,878",10/22/2020 12:00:00 AM,11:55:00 AM,Choque,km 5 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"19,879",10/21/2020 12:00:00 AM,12:00:00 PM,Choque,km 9 + 200 parqueadero popelia,ESMERALDA,Rural,0,0,0,0,0,0
"19,880",10/23/2020 12:00:00 AM,6:30:00 PM,Choque,"K9 + 300 VEREDA LA PLAYA, FRENTE A LA TIENDA MARIO JIMENEZ",ESMERALDA,Rural,0,0,0,0,0,0
"19,881",10/23/2020 12:00:00 AM,9:30:00 AM,Volcamiento,KM 7 APROX,ESMERALDA,Rural,0,0,0,1,1,0
"19,876",10/20/2020 12:00:00 AM,4:45:00 PM,Choque,BELLO HATILLO KM 22 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"19,868",10/13/2020 12:00:00 AM,8:30:00 AM,Caida Ocupante,KM 33 +500,ESMERALDA,Rural,0,0,1,0,1,0
"19,869",10/15/2020 12:00:00 AM,11:01:00 PM,Choque,KM 12 +950,ESMERALDA,Rural,0,0,0,0,0,0
"19,874",10/18/2020 12:00:00 AM,9:30:00 PM,Volcamiento,RUTA 2510 KM 22 + 00,ESMERALDA,Rural,0,0,1,1,2,0
"19,872",10/14/2020 12:00:00 AM,5:40:00 PM,Atropello,BELLO HATILLO KM 22 +600,ESMERALDA,Rural,1,0,0,1,2,0
"19,864",10/04/2020 12:00:00 AM,6:20:00 PM,Volcamiento,KM 13 + 600 H.S.V.P BARBOSA,ESMERALDA,Rural,0,0,1,1,2,0
"19,865",10/01/2020 12:00:00 AM,6:30:00 AM,Volcamiento,vereda guayabal,ESMERALDA,Rural,0,0,0,1,1,0
"19,866",10/15/2020 12:00:00 AM,12:10:00 PM,Choque,km 1 + 300 cafeteria victorino,ESMERALDA,Urbana,0,0,1,2,3,0
"19,867",10/12/2020 12:00:00 AM,9:00:00 AM,Atropello,km 4 + 200 h.s.v.p barbosa,ESMERALDA,Rural,0,0,0,1,1,0
"19,870",10/04/2020 12:00:00 AM,5:11:00 PM,Volcamiento,vereda vallecitos,ESMERALDA,Rural,0,0,1,1,2,0
"19,871",10/04/2020 12:00:00 AM,12:50:00 PM,Caida Ocupante,KM 0 + 8100 HATILLO,ESMERALDA,Rural,0,0,1,0,1,0
"19,873",10/06/2020 12:00:00 AM,5:00:00 PM,Volcamiento,RUTA 6205 AKM 03 + 00,ESMERALDA,Rural,0,0,0,1,1,0
"19,875",10/19/2020 12:00:00 AM,12:50:00 PM,Choque,VEREDA LAS LAJAS + 200 MTS HACIA LA HERRADURA,PAPELSA,Rural,0,0,0,1,1,0
"19,857",10/10/2020 12:00:00 AM,7:00:00 PM,Choque,CR 21 7 04,PAPELSA,Urbana,0,0,0,0,0,0
"19,858",10/09/2020 12:00:00 AM,11:45:00 AM,Choque,VIA EL HATILLO KM 1 + 700,PAPELSA,Rural,0,0,0,1,1,0
"19,859",10/06/2020 12:00:00 AM,6:00:00 PM,Choque,VIA BARBOSA HATILLO KM 5 + 200,PAPELSA,Rural,0,0,0,0,0,0
"19,860",10/05/2020 12:00:00 AM,6:45:00 PM,Choque,KM 0 + 000,ESMERALDA,Rural,0,0,0,0,0,0
